,PATCODE
2140,82.0
2141,83.0
2142,84.0
2143,85.0
2144,86.0
2145,87.0
2146,88.0
2147,89.0
2148,90.0
2149,91.0
2150,92.0
2151,93.0
2152,94.0
2153,95.0
2154,96.0
2155,97.0
2156,98.0
2157,99.0
2158,100.0
2159,101.0
2160,102.0
2161,103.0
2162,104.0
2163,105.0
2164,106.0
2165,1.0
2166,2.0
2167,3.0
2168,4.0
2169,5.0
2170,6.0
2171,7.0
2172,8.0
2173,9.0
2174,10.0
2175,11.0
2176,12.0
2177,13.0
2178,14.0
2179,15.0
2180,16.0
2181,17.0
2182,18.0
2183,19.0
2184,20.0
2185,21.0
2186,22.0
2187,23.0
2188,24.0
2189,25.0
2190,26.0
2191,27.0
2192,28.0
2193,29.0
2194,30.0
2195,31.0
2196,32.0
2197,33.0
2198,34.0
2199,35.0
2200,36.0
2201,37.0
2202,38.0
2203,39.0
2204,40.0
2205,41.0
2206,42.0
2207,43.0
2208,44.0
2209,45.0
2210,46.0
2211,47.0
2212,48.0
2213,49.0
2214,50.0
2215,51.0
2216,52.0
2217,53.0
2218,54.0
2219,55.0
2220,56.0
2221,57.0
2222,58.0
2223,59.0
2224,60.0
2225,61.0
2226,62.0
2227,63.0
2228,64.0
2229,65.0
2230,66.0
2231,67.0
2232,68.0
2233,69.0
2234,70.0
2235,71.0
2236,72.0
2237,73.0
2238,74.0
2239,75.0
2240,76.0
2241,77.0
2242,78.0
2243,79.0
2244,80.0
2245,81.0
2246,82.0
2247,83.0
2248,84.0
2249,85.0
2250,86.0
2251,87.0
2252,88.0
2253,89.0
2254,90.0
2255,91.0
2256,92.0
2257,93.0
2258,1.0
2259,2.0
2260,3.0
2261,4.0
2262,5.0
2263,6.0
2264,7.0
2265,8.0
2266,9.0
2267,10.0
2268,11.0
2269,12.0
2270,13.0
2271,14.0
2272,15.0
2273,16.0
2274,17.0
2275,18.0
2276,19.0
2277,20.0
2278,21.0
2279,22.0
2280,23.0
2281,24.0
2282,25.0
2283,26.0
2284,27.0
2285,28.0
2286,29.0
2287,30.0
2288,31.0
2289,32.0
2290,33.0
2291,34.0
2292,35.0
2293,36.0
2294,37.0
2295,38.0
2296,39.0
2297,40.0
2298,41.0
2299,42.0
2300,43.0
2301,44.0
2302,45.0
2303,46.0
2304,47.0
2305,48.0
2306,49.0
2307,50.0
2308,51.0
2309,52.0
2310,53.0
2311,54.0
2312,55.0
2313,56.0
2314,57.0
2315,58.0
2316,59.0
2317,60.0
2318,61.0
2319,62.0
2320,63.0
2321,64.0
2322,65.0
2323,66.0
2324,67.0
2325,68.0
2326,69.0
2327,70.0
2328,71.0
2329,72.0
2330,1.0
2331,2.0
2332,3.0
2333,4.0
2334,5.0
2335,6.0
2336,7.0
2337,8.0
2338,9.0
2339,10.0
2340,11.0
2341,12.0
2342,13.0
2343,14.0
2344,15.0
2345,1.0
2346,2.0
2347,3.0
2348,4.0
2349,5.0
2350,6.0
2351,7.0
2352,8.0
2353,9.0
2354,10.0
2355,11.0
2356,12.0
2357,13.0
2358,14.0
2359,15.0
2360,16.0
2361,17.0
2362,18.0
2363,19.0
2364,20.0
2365,21.0
2366,22.0
2367,23.0
2368,24.0
2369,25.0
2370,26.0
2371,27.0
2372,28.0
2373,29.0
2374,30.0
2375,31.0
2376,32.0
2377,33.0
2378,34.0
2379,35.0
2380,36.0
2381,37.0
2382,38.0
2383,39.0
2384,40.0
2385,41.0
2386,42.0
2387,43.0
2388,44.0
2389,45.0
2390,46.0
2391,47.0
2392,48.0
2393,49.0
2394,50.0
2395,51.0
2396,52.0
2397,53.0
2398,54.0
2399,55.0
2400,56.0
2401,57.0
2402,58.0
2403,59.0
2404,60.0
2405,61.0
2406,62.0
2407,63.0
2408,64.0
2409,65.0
2410,66.0
2411,67.0
2412,68.0
2413,69.0
2414,70.0
2415,71.0
2416,72.0
2417,73.0
2418,74.0
2419,75.0
2420,76.0
2421,77.0
2422,78.0
2423,79.0
2424,80.0
2425,81.0
2426,82.0
2427,83.0
2428,84.0
2429,85.0
2430,86.0
2431,87.0
2432,88.0
2433,89.0
2434,90.0
2435,91.0
2436,92.0
2437,93.0
2438,94.0
2439,95.0
2440,96.0
2441,97.0
2442,98.0
2443,99.0
2444,100.0
2445,101.0
2446,102.0
2447,103.0
2448,104.0
2449,105.0
2450,106.0
2451,107.0
2452,108.0
2453,109.0
2454,110.0
2455,111.0
2456,112.0
2457,113.0
2458,114.0
2459,115.0
2460,116.0
2461,117.0
2462,118.0
2463,1.0
2464,2.0
2465,3.0
2466,4.0
2467,5.0
2468,6.0
2469,7.0
2470,8.0
2471,9.0
2472,1.0
2473,2.0
2474,3.0
2475,4.0
2476,5.0
2477,6.0
2478,7.0
2479,8.0
2480,9.0
2481,10.0
2482,11.0
2483,12.0
2484,13.0
2485,14.0
2486,15.0
2487,16.0
2488,17.0
2489,18.0
2490,19.0
2491,20.0
2492,21.0
2493,22.0
2494,23.0
2495,24.0
2496,25.0
2497,26.0
2498,27.0
2499,28.0
2500,29.0
2501,30.0
2502,31.0
2503,32.0
2504,33.0
2505,34.0
2506,35.0
2507,36.0
2508,37.0
2509,38.0
2510,39.0
2511,40.0
2512,41.0
2513,42.0
2514,43.0
2515,44.0
2516,45.0
2517,46.0
2518,47.0
2519,48.0
2520,49.0
2521,50.0
2522,51.0
2523,52.0
2524,53.0
2525,54.0
2526,55.0
2527,56.0
2528,57.0
2529,58.0
2530,59.0
2531,60.0
2532,61.0
2533,62.0
2534,63.0
2535,64.0
2536,65.0
2537,66.0
2538,1.0
2539,2.0
2540,3.0
2541,4.0
2542,5.0
2543,6.0
2544,7.0
2545,8.0
2546,9.0
2547,10.0
2548,11.0
2549,12.0
2550,13.0
2551,14.0
2552,15.0
2553,16.0
2554,17.0
2555,18.0
2556,19.0
2557,20.0
2558,21.0
2559,22.0
2560,23.0
2561,24.0
2562,25.0
2563,26.0
2564,27.0
2565,28.0
2566,29.0
2567,30.0
2568,31.0
2569,32.0
2570,33.0
2571,34.0
2572,35.0
2573,36.0
2574,37.0
2575,38.0
2576,39.0
2577,40.0
2578,41.0
2579,42.0
2580,43.0
2581,44.0
2582,45.0
2583,46.0
2584,47.0
2585,48.0
2586,49.0
2587,50.0
2588,51.0
2589,52.0
2590,53.0
2591,54.0
2592,55.0
2593,56.0
2594,57.0
2595,58.0
2596,59.0
2597,60.0
2598,61.0
2599,62.0
2600,63.0
2601,64.0
2602,65.0
2603,66.0
2604,67.0
2605,68.0
2606,69.0
2607,70.0
2608,71.0
2609,72.0
2610,73.0
2611,74.0
2612,75.0
2613,76.0
2614,77.0
2615,78.0
2616,79.0
2617,80.0
2618,81.0
2619,82.0
2620,83.0
2621,84.0
2622,85.0
2623,86.0
2624,87.0
2625,88.0
2626,89.0
2627,90.0
2628,91.0
2629,92.0
2630,93.0
2631,94.0
2632,95.0
2633,96.0
2634,97.0
2635,98.0
2636,99.0
2637,100.0
2638,101.0
2639,102.0
2640,103.0
2641,104.0
2642,105.0
2643,106.0
2644,107.0
2645,108.0
2646,109.0
2647,110.0
2648,111.0
2649,112.0
2650,113.0
2651,114.0
2652,115.0
2653,116.0
2654,117.0
2655,118.0
2656,119.0
2657,120.0
2658,1.0
2659,2.0
2660,3.0
2661,4.0
2662,5.0
2663,6.0
2664,7.0
2665,8.0
2666,9.0
2667,10.0
2668,11.0
2669,12.0
2670,13.0
2671,14.0
2672,15.0
2673,16.0
2674,17.0
2675,18.0
2676,19.0
2677,20.0
2678,21.0
2679,22.0
2680,23.0
2681,24.0
2682,25.0
2683,26.0
2684,27.0
2685,28.0
2686,29.0
2687,30.0
2688,31.0
2689,32.0
2690,33.0
2691,34.0
2692,35.0
2693,36.0
2694,37.0
2695,38.0
2696,39.0
2697,40.0
2698,41.0
2699,42.0
2700,43.0
2701,44.0
2702,45.0
2703,46.0
2704,47.0
2705,48.0
2706,49.0
2707,50.0
2708,51.0
2709,52.0
2710,53.0
2711,54.0
2712,55.0
2713,56.0
2714,57.0
2715,58.0
2716,59.0
2717,60.0
2718,61.0
2719,62.0
2720,63.0
2721,64.0
2722,65.0
2723,66.0
2724,67.0
2725,68.0
2726,69.0
2727,70.0
2728,71.0
2729,72.0
2730,73.0
2731,74.0
2732,75.0
2733,76.0
2734,77.0
2735,78.0
2736,79.0
2737,80.0
2738,81.0
2739,82.0
2740,83.0
2741,84.0
2742,85.0
2743,86.0
2744,87.0
2745,88.0
2746,89.0
2747,90.0
2748,91.0
2749,92.0
2750,93.0
2751,94.0
2752,95.0
2753,96.0
2754,97.0
2755,98.0
2756,99.0
2757,100.0
2758,101.0
2759,102.0
2760,103.0
2761,104.0
2762,105.0
2763,1.0
2764,2.0
2765,3.0
2766,4.0
2767,5.0
2768,6.0
2769,7.0
2770,8.0
2771,9.0
2772,10.0
2773,11.0
2774,12.0
2775,13.0
2776,14.0
2777,15.0
2778,16.0
2779,17.0
2780,18.0
2781,19.0
2782,20.0
2783,21.0
2784,22.0
2785,23.0
2786,24.0
2787,25.0
2788,26.0
2789,27.0
2790,28.0
2791,29.0
2792,30.0
2793,31.0
2794,32.0
2795,33.0
2796,34.0
2797,35.0
2798,36.0
2799,37.0
2800,38.0
2801,39.0
2802,40.0
2803,41.0
2804,42.0
2805,43.0
2806,44.0
2807,45.0
2808,46.0
2809,47.0
2810,48.0
2811,49.0
2812,50.0
2813,51.0
2814,52.0
2815,53.0
2816,54.0
2817,55.0
2818,56.0
2819,57.0
2820,58.0
2821,59.0
2822,60.0
2823,61.0
2824,62.0
2825,63.0
2826,64.0
2827,65.0
2828,66.0
2829,67.0
2830,68.0
2831,69.0
2832,70.0
2833,71.0
2834,72.0
2835,73.0
2836,74.0
2837,75.0
2838,76.0
2839,77.0
2840,78.0
2841,79.0
2842,80.0
2843,81.0
2844,1.0
2845,2.0
2846,3.0
2847,4.0
2848,5.0
2849,6.0
2850,7.0
2851,8.0
2852,9.0
2853,10.0
2854,11.0
2855,12.0
2856,13.0
2857,14.0
2858,15.0
2859,16.0
2860,17.0
2861,18.0
2862,19.0
2863,20.0
2864,21.0
2865,22.0
2866,23.0
2867,24.0
2868,25.0
2869,26.0
2870,27.0
2871,28.0
2872,29.0
2873,30.0
2874,31.0
2875,32.0
2876,33.0
2877,34.0
2878,35.0
2879,36.0
2880,37.0
2881,38.0
2882,39.0
2883,40.0
2884,41.0
2885,42.0
2886,43.0
2887,44.0
2888,45.0
2889,46.0
2890,47.0
2891,48.0
2892,49.0
2893,50.0
2894,51.0
2895,52.0
2896,53.0
2897,54.0
2898,55.0
2899,56.0
2900,57.0
2901,58.0
2902,59.0
2903,60.0
2904,61.0
2905,62.0
2906,63.0
2907,64.0
2908,65.0
2909,66.0
2910,67.0
2911,68.0
2912,69.0
2913,70.0
2914,71.0
2915,72.0
2916,73.0
2917,74.0
2918,75.0
2919,76.0
2920,77.0
2921,78.0
2922,79.0
2923,80.0
2924,81.0
2925,82.0
2926,83.0
2927,84.0
2928,85.0
2929,86.0
2930,87.0
2931,88.0
2932,89.0
2933,90.0
2934,91.0
2935,92.0
2936,93.0
2937,94.0
2938,95.0
2939,96.0
2940,97.0
2941,98.0
2942,99.0
2943,100.0
2944,101.0
2945,102.0
2946,103.0
2947,1.0
2948,2.0
2949,3.0
2950,4.0
2951,5.0
2952,6.0
2953,7.0
2954,8.0
2955,9.0
2956,10.0
2957,11.0
2958,12.0
2959,13.0
2960,14.0
2961,15.0
2962,16.0
2963,17.0
2964,18.0
2965,19.0
2966,20.0
2967,21.0
2968,22.0
2969,23.0
2970,24.0
2971,25.0
2972,26.0
2973,27.0
2974,28.0
2975,29.0
2976,30.0
2977,31.0
2978,32.0
2979,33.0
2980,34.0
2981,35.0
2982,36.0
2983,37.0
2984,38.0
2985,39.0
2986,40.0
2987,41.0
2988,42.0
2989,43.0
2990,44.0
2991,45.0
2992,46.0
2993,47.0
2994,48.0
2995,49.0
2996,50.0
2997,51.0
2998,52.0
2999,53.0
3000,54.0
3001,55.0
3002,56.0
3003,57.0
3004,58.0
3005,59.0
3006,60.0
3007,61.0
3008,62.0
3009,63.0
3010,64.0
3011,65.0
3012,66.0
3013,67.0
3014,68.0
3015,69.0
3016,70.0
3017,71.0
3018,72.0
3019,73.0
3020,74.0
3021,75.0
3022,76.0
3023,77.0
3024,78.0
3025,79.0
3026,80.0
3027,81.0
3028,82.0
3029,83.0
3030,84.0
3031,85.0
3032,86.0
3033,87.0
3034,88.0
3035,89.0
3036,1.0
3037,2.0
3038,3.0
3039,4.0
3040,5.0
3041,6.0
3042,7.0
3043,8.0
3044,9.0
3045,10.0
3046,11.0
3047,12.0
3048,13.0
3049,14.0
3050,15.0
3051,16.0
3052,17.0
3053,18.0
3054,19.0
3055,20.0
3056,21.0
3057,22.0
3058,23.0
3059,24.0
3060,25.0
3061,26.0
3062,27.0
3063,28.0
3064,29.0
3065,30.0
3066,31.0
3067,32.0
3068,33.0
3069,34.0
3070,35.0
3071,36.0
3072,37.0
3073,38.0
3074,39.0
3075,40.0
3076,41.0
3077,42.0
3078,43.0
3079,44.0
3080,45.0
3081,46.0
3082,47.0
3083,48.0
3084,49.0
3085,50.0
3086,51.0
3087,52.0
3088,53.0
3089,54.0
3090,55.0
3091,56.0
3092,57.0
3093,58.0
3094,59.0
3095,60.0
3096,61.0
3097,62.0
3098,63.0
3099,64.0
3100,65.0
3101,66.0
3102,67.0
3103,68.0
3104,69.0
3105,70.0
3106,71.0
3107,72.0
3108,73.0
3109,74.0
3110,75.0
3111,76.0
3112,77.0
3113,78.0
3114,79.0
3115,80.0
3116,81.0
3117,82.0
3118,83.0
3119,84.0
3120,85.0
3121,86.0
3122,87.0
3123,88.0
3124,89.0
3125,90.0
3126,91.0
3127,92.0
3128,93.0
3129,94.0
3130,95.0
3131,96.0
3132,97.0
3133,98.0
3134,99.0
3135,100.0
3136,101.0
3137,102.0
3138,103.0
3139,1.0
3140,2.0
3141,3.0
3142,1.0
3143,2.0
3144,3.0
3145,4.0
3146,5.0
3147,6.0
3148,7.0
3149,8.0
3150,9.0
3151,10.0
3152,11.0
3153,12.0
3154,13.0
3155,14.0
3156,15.0
3157,16.0
3158,17.0
3159,18.0
3160,19.0
3161,20.0
3162,21.0
3163,22.0
3164,23.0
3165,24.0
3166,25.0
3167,26.0
3168,27.0
3169,28.0
3170,29.0
3171,30.0
3172,31.0
3173,32.0
3174,33.0
3175,34.0
3176,35.0
3177,36.0
3178,37.0
3179,38.0
3180,39.0
3181,40.0
3182,41.0
3183,42.0
3184,43.0
3185,44.0
3186,45.0
3187,46.0
3188,47.0
3189,48.0
3190,49.0
3191,50.0
3192,51.0
3193,52.0
3194,53.0
3195,54.0
3196,55.0
3197,56.0
3198,57.0
3199,58.0
3200,59.0
3201,60.0
3202,61.0
3203,62.0
3204,63.0
3205,64.0
3206,65.0
3207,66.0
3208,67.0
3209,68.0
3210,69.0
3211,70.0
3212,71.0
3213,72.0
3214,73.0
3215,74.0
3216,75.0
3217,76.0
3218,77.0
3219,78.0
3220,79.0
3221,80.0
3222,81.0
3223,82.0
3224,83.0
3225,84.0
3226,85.0
3227,86.0
3228,87.0
3229,88.0
3230,89.0
3231,90.0
3232,91.0
3233,92.0
3234,1.0
3235,2.0
3236,3.0
3237,4.0
3238,5.0
3239,6.0
3240,7.0
3241,8.0
3242,9.0
3243,10.0
3244,11.0
3245,12.0
3246,13.0
3247,14.0
3248,15.0
3249,16.0
3250,17.0
3251,18.0
3252,19.0
3253,20.0
3254,21.0
3255,22.0
3256,23.0
3257,24.0
3258,25.0
3259,26.0
3260,27.0
3261,28.0
3262,29.0
3263,30.0
3264,31.0
3265,32.0
3266,33.0
3267,34.0
3268,35.0
3269,36.0
3270,37.0
3271,38.0
3272,39.0
3273,40.0
3274,41.0
3275,42.0
3276,43.0
3277,44.0
3278,45.0
3279,46.0
3280,47.0
3281,48.0
3282,49.0
3283,50.0
3284,51.0
3285,52.0
3286,53.0
3287,54.0
3288,55.0
3289,56.0
3290,57.0
3291,58.0
3292,59.0
3293,60.0
3294,61.0
3295,62.0
3296,63.0
3297,64.0
3298,65.0
3299,66.0
3300,67.0
3301,68.0
3302,69.0
3303,70.0
3304,71.0
3305,72.0
3306,73.0
3307,74.0
3308,75.0
3309,76.0
3310,77.0
3311,78.0
3312,79.0
3313,80.0
3314,81.0
3315,82.0
3316,83.0
3317,84.0
3318,85.0
3319,86.0
3320,87.0
3321,88.0
3322,89.0
3323,90.0
3324,91.0
3325,92.0
3326,93.0
3327,94.0
3328,95.0
3329,96.0
3330,97.0
3331,98.0
3332,99.0
3333,100.0
3334,101.0
3335,102.0
3336,103.0
3337,104.0
3338,105.0
3339,106.0
3340,107.0
3341,108.0
3342,109.0
3343,110.0
3344,111.0
3345,112.0
3346,113.0
3347,114.0
3348,115.0
3349,116.0
3350,117.0
3351,118.0
3352,119.0
3353,120.0
3354,121.0
3355,122.0
3356,1.0
3357,2.0
3358,3.0
3359,4.0
3360,5.0
3361,6.0
3362,7.0
3363,8.0
3364,9.0
3365,10.0
3366,11.0
3367,12.0
3368,13.0
3369,14.0
3370,15.0
3371,16.0
3372,17.0
3373,18.0
3374,19.0
3375,20.0
3376,21.0
3377,22.0
3378,23.0
3379,24.0
3380,25.0
3381,26.0
3382,27.0
3383,28.0
3384,29.0
3385,30.0
3386,31.0
3387,32.0
3388,33.0
3389,34.0
3390,35.0
3391,36.0
3392,37.0
3393,38.0
3394,39.0
3395,40.0
3396,41.0
3397,42.0
3398,43.0
3399,44.0
3400,45.0
3401,46.0
3402,47.0
3403,48.0
3404,49.0
3405,50.0
3406,51.0
3407,52.0
3408,53.0
3409,54.0
3410,55.0
3411,56.0
3412,57.0
3413,58.0
3414,59.0
3415,60.0
3416,61.0
3417,62.0
3418,63.0
3419,64.0
3420,65.0
3421,66.0
3422,67.0
3423,68.0
3424,69.0
3425,70.0
3426,71.0
3427,72.0
3428,73.0
3429,74.0
3430,75.0
3431,76.0
3432,77.0
3433,78.0
3434,79.0
3435,80.0
3436,81.0
3437,82.0
3438,83.0
3439,84.0
3440,85.0
3441,86.0
3442,87.0
3443,88.0
3444,89.0
3445,90.0
3446,91.0
3447,92.0
3448,93.0
3449,94.0
3450,95.0
3451,96.0
3452,97.0
3453,98.0
3454,99.0
3455,100.0
3456,101.0
3457,102.0
3458,103.0
3459,104.0
3460,105.0
3461,106.0
3462,107.0
3463,108.0
3464,109.0
3465,110.0
3466,111.0
3467,112.0
3468,113.0
3469,114.0
3470,1.0
3471,2.0
3472,3.0
3473,4.0
3474,5.0
3475,6.0
3476,7.0
3477,8.0
3478,9.0
3479,10.0
3480,11.0
3481,12.0
3482,13.0
3483,14.0
3484,15.0
3485,16.0
3486,17.0
3487,18.0
3488,19.0
3489,20.0
3490,21.0
3491,22.0
3492,23.0
3493,24.0
3494,25.0
3495,26.0
3496,27.0
3497,28.0
3498,29.0
3499,30.0
3500,31.0
3501,32.0
3502,33.0
3503,34.0
3504,35.0
3505,36.0
3506,37.0
3507,38.0
3508,39.0
3509,40.0
3510,41.0
3511,42.0
3512,43.0
3513,44.0
3514,45.0
3515,46.0
3516,47.0
3517,48.0
3518,49.0
3519,50.0
3520,51.0
3521,52.0
3522,53.0
3523,54.0
3524,55.0
3525,56.0
3526,57.0
3527,58.0
3528,59.0
3529,60.0
3530,1.0
3531,2.0
3532,3.0
3533,4.0
3534,5.0
3535,6.0
3536,7.0
3537,8.0
3538,9.0
3539,10.0
3540,11.0
3541,12.0
3542,13.0
3543,14.0
3544,15.0
3545,16.0
3546,17.0
3547,18.0
3548,19.0
3549,20.0
3550,21.0
3551,22.0
3552,23.0
3553,24.0
3554,25.0
3555,26.0
3556,27.0
3557,28.0
3558,29.0
3559,30.0
3560,31.0
3561,32.0
3562,1.0
3563,2.0
3564,3.0
3565,4.0
3566,5.0
3567,6.0
3568,7.0
3569,8.0
3570,9.0
3571,10.0
3572,11.0
3573,12.0
3574,13.0
3575,14.0
3576,15.0
3577,16.0
3578,17.0
3579,18.0
3580,19.0
3581,20.0
3582,21.0
3583,22.0
3584,23.0
3585,24.0
3586,25.0
3587,26.0
3588,27.0
3589,28.0
3590,29.0
3591,30.0
3592,31.0
3593,32.0
3594,33.0
3595,34.0
3596,35.0
3597,36.0
3598,37.0
3599,38.0
3600,39.0
3601,40.0
3602,41.0
3603,42.0
3604,1.0
3605,2.0
3606,3.0
3607,4.0
3608,5.0
3609,6.0
3610,7.0
3611,1.0
3612,2.0
3613,3.0
3614,4.0
3615,5.0
3616,6.0
3617,7.0
3618,8.0
3619,9.0
3620,10.0
3621,11.0
3622,12.0
3623,13.0
3624,14.0
3625,15.0
3626,16.0
3627,17.0
3628,18.0
3629,19.0
3630,20.0
3631,21.0
3632,22.0
3633,23.0
3634,24.0
3635,25.0
3636,26.0
3637,27.0
3638,28.0
3639,29.0
3640,30.0
3641,31.0
3642,32.0
3643,33.0
3644,34.0
3645,35.0
3646,36.0
3647,37.0
3648,38.0
3649,39.0
3650,40.0
3651,41.0
3652,42.0
3653,43.0
3654,44.0
3655,45.0
3656,46.0
3657,47.0
3658,48.0
3659,49.0
3660,50.0
3661,51.0
3662,52.0
3663,53.0
3664,54.0
3665,55.0
3666,56.0
3667,57.0
3668,58.0
3669,59.0
3670,60.0
3671,61.0
3672,62.0
3673,63.0
3674,64.0
3675,65.0
3676,66.0
3677,67.0
3678,68.0
3679,69.0
3680,70.0
3681,71.0
3682,72.0
3683,73.0
3684,74.0
3685,75.0
3686,76.0
3687,77.0
3688,78.0
3689,79.0
3690,80.0
3691,81.0
3692,82.0
3693,83.0
3694,84.0
3695,85.0
3696,86.0
3697,87.0
3698,88.0
3699,89.0
3700,90.0
3701,91.0
3702,92.0
3703,93.0
3704,94.0
3705,95.0
3706,96.0
3707,97.0
3708,98.0
3709,99.0
3710,100.0
3711,101.0
3712,102.0
3713,103.0
3714,104.0
3715,105.0
3716,106.0
3717,107.0
3718,108.0
3719,109.0
3720,110.0
3721,111.0
3722,112.0
3723,1.0
3724,2.0
3725,3.0
3726,4.0
3727,5.0
3728,6.0
3729,7.0
3730,8.0
3731,9.0
3732,10.0
3733,11.0
3734,12.0
3735,13.0
3736,14.0
3737,15.0
3738,16.0
3739,17.0
3740,18.0
3741,19.0
3742,20.0
3743,21.0
3744,22.0
3745,23.0
3746,24.0
3747,25.0
3748,26.0
3749,27.0
3750,28.0
3751,29.0
3752,30.0
3753,31.0
3754,32.0
3755,33.0
3756,34.0
3757,35.0
3758,36.0
3759,37.0
3760,38.0
3761,39.0
3762,40.0
3763,41.0
3764,42.0
3765,43.0
3766,44.0
3767,45.0
3768,46.0
3769,47.0
3770,48.0
3771,49.0
3772,50.0
3773,51.0
3774,52.0
3775,53.0
3776,54.0
3777,55.0
3778,56.0
3779,57.0
3780,58.0
3781,59.0
3782,60.0
3783,61.0
3784,62.0
3785,63.0
3786,64.0
3787,65.0
3788,66.0
3789,67.0
3790,68.0
3791,69.0
3792,70.0
3793,1.0
3794,2.0
3795,3.0
3796,4.0
3797,5.0
3798,6.0
3799,7.0
3800,1.0
3801,2.0
3802,3.0
3803,4.0
3804,5.0
3805,6.0
3806,7.0
3807,8.0
3808,9.0
3809,10.0
3810,11.0
3811,12.0
3812,13.0
3813,14.0
3814,15.0
3815,16.0
3816,17.0
3817,18.0
3818,19.0
3819,20.0
3820,21.0
3821,22.0
3822,23.0
3823,24.0
3824,25.0
3825,26.0
3826,27.0
3827,28.0
3828,29.0
3829,30.0
3830,31.0
3831,32.0
3832,33.0
3833,34.0
3834,35.0
3835,36.0
3836,37.0
3837,38.0
3838,39.0
3839,40.0
3840,41.0
3841,42.0
3842,43.0
3843,44.0
3844,45.0
3845,46.0
3846,47.0
3847,48.0
3848,49.0
3849,50.0
3850,51.0
3851,52.0
3852,53.0
3853,54.0
3854,55.0
3855,56.0
3856,57.0
3857,58.0
3858,59.0
3859,60.0
3860,61.0
3861,62.0
3862,63.0
3863,64.0
3864,65.0
3865,66.0
3866,67.0
3867,68.0
3868,69.0
3869,1.0
3870,2.0
3871,3.0
3872,4.0
3873,5.0
3874,6.0
3875,7.0
3876,8.0
3877,9.0
3878,10.0
3879,11.0
3880,12.0
3881,13.0
3882,14.0
3883,15.0
3884,16.0
3885,17.0
3886,18.0
3887,19.0
3888,20.0
3889,21.0
3890,22.0
3891,23.0
3892,24.0
3893,25.0
3894,26.0
3895,27.0
3896,28.0
3897,29.0
3898,30.0
3899,31.0
3900,32.0
3901,33.0
3902,34.0
3903,35.0
3904,36.0
3905,37.0
3906,38.0
3907,39.0
3908,40.0
3909,41.0
3910,42.0
3911,43.0
3912,44.0
3913,45.0
3914,46.0
3915,47.0
3916,48.0
3917,49.0
3918,50.0
3919,51.0
3920,52.0
3921,53.0
3922,54.0
3923,55.0
3924,56.0
3925,57.0
3926,58.0
3927,59.0
3928,60.0
3929,61.0
3930,62.0
3931,63.0
3932,64.0
3933,65.0
3934,66.0
3935,67.0
3936,68.0
3937,69.0
3938,70.0
3939,71.0
3940,72.0
3941,73.0
3942,74.0
3943,75.0
3944,76.0
3945,77.0
3946,78.0
3947,79.0
3948,80.0
3949,81.0
3950,82.0
3951,83.0
3952,84.0
3953,85.0
3954,1.0
3955,2.0
3956,3.0
3957,4.0
3958,5.0
3959,6.0
3960,7.0
3961,8.0
3962,9.0
3963,10.0
3964,11.0
3965,12.0
3966,13.0
3967,14.0
3968,15.0
3969,16.0
3970,17.0
3971,18.0
3972,19.0
3973,20.0
3974,21.0
3975,22.0
3976,23.0
3977,24.0
3978,25.0
3979,26.0
3980,27.0
3981,28.0
3982,29.0
3983,30.0
3984,31.0
3985,32.0
3986,33.0
3987,34.0
3988,35.0
3989,36.0
3990,37.0
3991,38.0
3992,39.0
3993,40.0
3994,41.0
3995,42.0
3996,43.0
3997,44.0
3998,45.0
3999,46.0
4000,47.0
4001,48.0
4002,49.0
4003,50.0
4004,51.0
4005,52.0
4006,53.0
4007,54.0
4008,55.0
4009,56.0
4010,57.0
4011,58.0
4012,59.0
4013,60.0
4014,61.0
4015,62.0
4016,63.0
4017,64.0
4018,65.0
4019,66.0
4020,67.0
4021,68.0
4022,69.0
4023,70.0
4024,71.0
4025,72.0
4026,73.0
4027,74.0
4028,75.0
4029,76.0
4030,77.0
4031,1.0
4032,2.0
4033,3.0
4034,4.0
4035,5.0
4036,6.0
4037,7.0
4038,8.0
4039,9.0
4040,10.0
4041,11.0
4042,12.0
4043,13.0
4044,14.0
4045,15.0
4046,16.0
4047,17.0
4048,18.0
4049,19.0
4050,20.0
4051,21.0
4052,22.0
4053,23.0
4054,24.0
4055,25.0
4056,26.0
4057,27.0
4058,28.0
4059,29.0
4060,30.0
4061,31.0
4062,32.0
4063,33.0
4064,34.0
4065,35.0
4066,36.0
4067,37.0
4068,38.0
4069,39.0
4070,40.0
4071,41.0
4072,42.0
4073,43.0
4074,44.0
4075,45.0
4076,46.0
4077,47.0
4078,48.0
4079,49.0
4080,50.0
4081,51.0
4082,52.0
4083,53.0
4084,54.0
4085,55.0
4086,56.0
4087,57.0
4088,58.0
4089,59.0
4090,60.0
4091,61.0
4092,62.0
4093,63.0
4094,64.0
4095,65.0
4096,1.0
4097,2.0
4098,3.0
4099,4.0
4100,5.0
4101,6.0
4102,7.0
4103,8.0
4104,9.0
4105,10.0
4106,11.0
4107,12.0
4108,13.0
4109,14.0
4110,15.0
4111,16.0
4112,17.0
4113,18.0
4114,19.0
4115,20.0
4116,21.0
4117,22.0
4118,23.0
4119,24.0
4120,25.0
4121,26.0
4122,27.0
4123,28.0
4124,29.0
4125,30.0
4126,31.0
4127,32.0
4128,33.0
4129,34.0
4130,35.0
4131,36.0
4132,37.0
4133,38.0
4134,39.0
4135,40.0
4136,41.0
4137,42.0
4138,43.0
